Model,MSO24
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-08
Record Length,250000
Zero Index,172499.56250000
Vertical Units,V

Labels,
TIME,CH4
-6.87734250e-03,4.58000000e-02
-6.87730250e-03,4.58000000e-02
-6.87726250e-03,4.58000000e-02
-6.87722250e-03,4.58000000e-02
-6.87718250e-03,4.58000000e-02
-6.87714250e-03,4.58000000e-02
-6.87710250e-03,4.58000000e-02
-6.87706250e-03,4.58000000e-02
-6.87702250e-03,4.58000000e-02
-6.87698250e-03,4.58000000e-02
-6.87694250e-03,4.58000000e-02
-6.87690250e-03,4.58000000e-02
-6.87686250e-03,4.58000000e-02
-6.87682250e-03,4.58000000e-02
-6.87678250e-03,4.58000000e-02
-6.87674250e-03,4.58000000e-02
-6.87670250e-03,4.58000000e-02
-6.87666250e-03,4.58000000e-02
-6.87662250e-03,4.58000000e-02
-6.87658250e-03,4.58000000e-02
-6.87654250e-03,4.78000000e-02
-6.87650250e-03,4.58000000e-02
-6.87646250e-03,4.58000000e-02
-6.87642250e-03,4.58000000e-02
-6.87638250e-03,4.58000000e-02
-6.87634250e-03,4.58000000e-02
-6.87630250e-03,4.58000000e-02
-6.87626250e-03,4.58000000e-02
-6.87622250e-03,4.58000000e-02
-6.87618250e-03,4.58000000e-02
-6.87614250e-03,4.58000000e-02
-6.87610250e-03,4.58000000e-02
-6.87606250e-03,4.58000000e-02
-6.87602250e-03,4.38000000e-02
-6.87598250e-03,4.38000000e-02
-6.87594250e-03,4.58000000e-02
-6.87590250e-03,4.38000000e-02
-6.87586250e-03,4.58000000e-02
-6.87582250e-03,4.38000000e-02
-6.87578250e-03,4.58000000e-02
-6.87574250e-03,4.58000000e-02
-6.87570250e-03,4.58000000e-02
-6.87566250e-03,4.58000000e-02
-6.87562250e-03,4.58000000e-02
-6.87558250e-03,4.58000000e-02
-6.87554250e-03,4.58000000e-02
-6.87550250e-03,4.58000000e-02
-6.87546250e-03,4.58000000e-02
-6.87542250e-03,4.58000000e-02
-6.87538250e-03,4.38000000e-02
-6.87534250e-03,4.58000000e-02
-6.87530250e-03,4.58000000e-02
-6.87526250e-03,4.58000000e-02
-6.87522250e-03,4.58000000e-02
-6.87518250e-03,4.58000000e-02
-6.87514250e-03,4.58000000e-02
-6.87510250e-03,4.58000000e-02
-6.87506250e-03,4.58000000e-02
-6.87502250e-03,4.58000000e-02
-6.87498250e-03,4.58000000e-02
-6.87494250e-03,4.38000000e-02
-6.87490250e-03,4.58000000e-02
-6.87486250e-03,4.58000000e-02
-6.87482250e-03,4.58000000e-02
-6.87478250e-03,4.78000000e-02
-6.87474250e-03,4.38000000e-02
-6.87470250e-03,4.58000000e-02
-6.87466250e-03,4.58000000e-02
-6.87462250e-03,4.58000000e-02
-6.87458250e-03,4.58000000e-02
-6.87454250e-03,4.58000000e-02
-6.87450250e-03,4.58000000e-02
-6.87446250e-03,4.58000000e-02
-6.87442250e-03,4.58000000e-02
-6.87438250e-03,4.58000000e-02
-6.87434250e-03,4.58000000e-02
-6.87430250e-03,4.58000000e-02
-6.87426250e-03,4.58000000e-02
-6.87422250e-03,4.58000000e-02
-6.87418250e-03,4.58000000e-02
-6.87414250e-03,4.58000000e-02
-6.87410250e-03,4.38000000e-02
-6.87406250e-03,4.58000000e-02
-6.87402250e-03,4.38000000e-02
-6.87398250e-03,4.38000000e-02
-6.87394250e-03,4.38000000e-02
-6.87390250e-03,4.58000000e-02
-6.87386250e-03,4.58000000e-02
-6.87382250e-03,4.58000000e-02
-6.87378250e-03,4.58000000e-02
-6.87374250e-03,4.58000000e-02
-6.87370250e-03,4.58000000e-02
-6.87366250e-03,4.58000000e-02
-6.87362250e-03,4.38000000e-02
-6.87358250e-03,4.58000000e-02
-6.87354250e-03,4.38000000e-02
-6.87350250e-03,4.38000000e-02
-6.87346250e-03,4.58000000e-02
-6.87342250e-03,4.58000000e-02
-6.87338250e-03,4.58000000e-02
-6.87334250e-03,4.58000000e-02
-6.87330250e-03,4.58000000e-02
-6.87326250e-03,4.38000000e-02
-6.87322250e-03,4.58000000e-02
-6.87318250e-03,4.58000000e-02
-6.87314250e-03,4.58000000e-02
-6.87310250e-03,4.58000000e-02
-6.87306250e-03,4.38000000e-02
-6.87302250e-03,4.58000000e-02
-6.87298250e-03,4.58000000e-02
-6.87294250e-03,4.38000000e-02
-6.87290250e-03,4.38000000e-02
-6.87286250e-03,4.58000000e-02
-6.87282250e-03,4.58000000e-02
-6.87278250e-03,4.58000000e-02
-6.87274250e-03,4.58000000e-02
-6.87270250e-03,4.58000000e-02
-6.87266250e-03,4.38000000e-02
-6.87262250e-03,4.38000000e-02
-6.87258250e-03,4.58000000e-02
-6.87254250e-03,4.38000000e-02
-6.87250250e-03,4.38000000e-02
-6.87246250e-03,4.58000000e-02
-6.87242250e-03,4.58000000e-02
-6.87238250e-03,4.58000000e-02
-6.87234250e-03,4.58000000e-02
-6.87230250e-03,4.58000000e-02
-6.87226250e-03,4.38000000e-02
-6.87222250e-03,4.58000000e-02
-6.87218250e-03,4.58000000e-02
-6.87214250e-03,4.58000000e-02
-6.87210250e-03,4.58000000e-02
-6.87206250e-03,4.58000000e-02
-6.87202250e-03,4.38000000e-02
-6.87198250e-03,4.58000000e-02
-6.87194250e-03,4.38000000e-02
-6.87190250e-03,4.58000000e-02
-6.87186250e-03,4.58000000e-02
-6.87182250e-03,4.38000000e-02
-6.87178250e-03,4.58000000e-02
